X,movie,total_gross,Critic_Pick,Review_url
253,The Tale of Despereaux,27448085,0,http://www.nytimes.com/2008/12/19/movies/19tale.html
254,Jersey Boys,27444750,0,http://www.nytimes.com/2014/06/20/movies/jersey-boys-eastwoods-take-on-showbiz-myth.html
255,Jeepers Creepers II,27282853,0,http://www.nytimes.com/movie/review?res=9C07EED81E39F93AA1575BC0A9659C8B63
256,Peter Pan: Return to Neverland,27266300,0,http://www.nytimes.com/movie/review?res=980DE3D7143FF936A25751C0A9649C8B63
257,Enough,27148463,0,http://www.nytimes.com/movie/review?res=9D00E0DB1F38F937A15756C0A9649C8B63
258,Money Monster,27040531,0,http://www.nytimes.com/2016/05/13/movies/review-in-money-monster-review-george-clooney-julia-roberts-jodie-foster.html
259,Showtime,26803761,0,http://www.nytimes.com/movie/review?res=9A05EFD81039F936A25750C0A9649C8B63
260,Insidious,26728357,0,http://www.nytimes.com/2011/04/01/movies/insidious-directed-by-james-wan-review.html
261,Serendipity,26400000,0,http://www.nytimes.com/movie/review?res=9903E7DD163CF936A35753C1A9679C8B63
262,Next Friday,26202000,0,http://www.nytimes.com/movie/review?res=9A0CEFDF163AF931A25752C0A9669C8B63
263,American Assassin,26185076,0,http://www.nytimes.com/2017/09/14/movies/american-assassin-review-michael-keaton.html
264,Domestic Disturbance,26180000,0,http://www.nytimes.com/movie/review?res=9B05E5DD1130F931A35752C1A9679C8B63
265,Australia,26117522,0,http://www.nytimes.com/2008/11/26/movies/26aust.html
266,End of Watch,25980710,0,http://www.nytimes.com/2012/09/21/movies/end-of-watch-with-jake-gyllenhaal-and-michael-pena.html
267,Blow,25913942,0,http://www.nytimes.com/movie/review?res=9D01E1DE153EF935A35757C0A9679C8B63
268,The Roommate,25778926,0,http://www.nytimes.com/2011/02/04/movies/roundup2.html
269,Jumping the Broom,25760004,0,http://www.nytimes.com/2011/05/06/movies/jumping-the-broom-with-angela-bassett-review.html
270,Duplicity,25754865,1,http://www.nytimes.com/2009/03/20/movies/20dupl.html
271,Good Boy!,25713653,0,http://www.nytimes.com/movie/review?res=9D01E0DC143FF933A25753C1A9659C8B63
272,Lakeview Terrace,25667507,0,http://www.nytimes.com/2008/09/19/movies/19terr.html
273,The Watch,25541118,0,http://www.nytimes.com/2012/07/27/movies/the-watch-with-ben-stiller-and-vince-vaughn.html
274,Max,25378166,0,http://www.nytimes.com/2015/06/26/movies/review-in-max-a-shellshocked-dog-reverts-to-his-heroic-self.html
275,The 15:17 to Paris,25333732,0,http://www.nytimes.com/2018/02/07/movies/the-1517-to-paris-review-clint-eastwood.html
276,Bridget Jones's Diary,25316000,1,http://www.nytimes.com/movie/review?res=9F04E2DB1531F930A25757C0A9679C8B63
277,Concussion,25266650,0,http://www.nytimes.com/2015/12/25/movies/review-in-concussion-a-doctors-cri-de-coeur-against-footballs-risks.html
278,Head of State,25160246,0,http://www.nytimes.com/movie/review?res=9C0DE5D81E30F93BA15750C0A9659C8B63
279,The Holiday,25125052,0,http://www.nytimes.com/2006/12/08/movies/08holi.html
280,Stealth,24581921,0,http://www.nytimes.com/2005/07/29/movies/traveling-to-exotic-places-and-blowing-things-to-bits.html
281,The Spy Who Dumped Me,24422997,0,http://www.nytimes.com/2018/08/01/movies/the-spy-who-dumped-me-review.html
282,The Punisher,24167233,0,http://www.nytimes.com/movie/review?res=9E0CE7DD153BF935A25757C0A9629C8B63
283,Raising Helen,24064716,0,http://www.nytimes.com/movie/review?res=980DE4D6133EF93BA15756C0A9629C8B63
284,Runaway Jury,24057433,0,http://www.nytimes.com/movie/review?res=9A06E2D6173EF934A25753C1A9659C8B63
285,The Last House on the Left,23902420,1,http://www.nytimes.com/2009/03/13/movies/13left.html
286,Death Wish,23856431,0,http://www.nytimes.com/2018/03/01/movies/review-death-wish-eli-roth-bruce-willis.html
287,Malibu's Most Wanted,23840528,0,http://www.nytimes.com/movie/review?res=9A01EFD7163AF93BA25757C0A9659C8B63
288,Priest,23833169,0,http://www.nytimes.com/2011/05/14/movies/priest-review.html
289,Rugrats Go Wild,23800967,0,http://www.nytimes.com/movie/review?res=9C06E4D81F39F930A25755C0A9659C8B63
290,The Hundred-Foot Journey,23686223,0,http://www.nytimes.com/2014/08/08/movies/in-the-hundred-foot-journey-kitchen-wars-break-out.html
291,Zodiac,23595973,1,http://www.nytimes.com/2007/03/02/movies/02zodi.html
292,Nerve,23592198,0,http://www.nytimes.com/2016/07/27/movies/nerve-review-emma-roberts.html
293,"Love, Simon",23503052,0,http://www.nytimes.com/2018/03/15/movies/love-simon-review.html
294,Charlie St. Cloud,23496620,0,http://www.nytimes.com/2010/07/30/movies/30charlie.html
295,The Ladykillers,23482792,0,http://www.nytimes.com/movie/review?res=9401E2DB1230F935A15750C0A9629C8B63
296,Trouble with the Curve,23473347,0,http://www.nytimes.com/2012/09/21/movies/trouble-with-the-curve-with-clint-eastwood-and-amy-adams.html
297,Fist Fight,23446175,0,http://www.nytimes.com/2017/02/16/movies/fist-fight-review-ice-cube-charlie-day.html
298,BlacKkKlansman,23392685,1,http://www.nytimes.com/2018/08/09/movies/blackkklansman-review-spike-lee.html
299,The Age of Adaline,23377371,0,http://www.nytimes.com/2015/04/24/movies/review-the-age-of-adaline-coasts-through-the-decades.html
300,Hanna,23282858,0,http://www.nytimes.com/2011/04/08/movies/hanna-with-eric-bana-and-saoirse-ronan-review.html
301,Death Race,23154165,1,http://www.nytimes.com/2008/08/22/movies/22race.html
302,Here Comes the Boom,23131529,0,http://www.nytimes.com/2012/10/12/movies/kevin-james-in-here-comes-the-boom.html
303,License to Wed,23068452,0,http://www.nytimes.com/2007/07/03/movies/03wed.html
304,Gods of Egypt,23046411,0,http://www.nytimes.com/2016/02/26/movies/gods-of-egypt-review.html
305,The Men Who Stare at Goats,23038050,0,http://www.nytimes.com/2009/11/06/movies/06themen.html
306,Entourage,22927918,0,http://www.nytimes.com/2015/06/03/movies/review-entourage-the-screen-is-bigger-but-nothing-is-better.html
307,40 Days and 40 Nights,22825390,0,http://www.nytimes.com/movie/review?res=9504E7DE1331F932A35750C0A9649C8B63
308,Mother’s Day,22806766,0,http://www.nytimes.com/2016/04/29/movies/mothers-day-review.html
309,Scary Movie 5,22798176,0,http://www.nytimes.com/2013/04/13/movies/scary-movie-v-starring-ashley-tisdale.html
310,Dan in Real Life,22695653,0,http://www.nytimes.com/2007/10/26/movies/26dan.html
311,When the Bough Breaks,22655858,0,http://www.nytimes.com/2016/09/10/movies/review-when-the-bough-breaks-blame-a-scary-pregnancy-surrogate.html
312,Crimson Peak,22557300,0,http://www.nytimes.com/2015/10/16/movies/crimson-peak-a-guillermo-del-toro-gothic-romance-in-high-bloody-style.html
313,Lincoln,22468242,1,http://www.nytimes.com/2012/11/09/movies/lincoln-by-steven-spielberg-stars-daniel-day-lewis.html
314,Point Break,22402176,0,http://www.nytimes.com/2015/12/26/movies/review-point-break-an-x-games-remake.html
315,Life,22296006,0,http://www.nytimes.com/2017/03/23/movies/life-review-jake-gyllenhaal-ryan-reynolds.html
316,Marmaduke,22285540,0,http://www.nytimes.com/2010/06/04/movies/04marmaduke.html
317,House at the End of the Street,22193316,0,http://www.nytimes.com/2012/09/22/movies/the-house-at-the-end-of-the-street-with-jennifer-lawrence.html
318,Arthur,22163757,0,http://www.nytimes.com/2011/04/08/movies/arthur-with-russell-brand-helen-mirren-review.html
319,The Star,22088115,0,http://www.nytimes.com/movie/review?res=940DE7DC1F3AE53ABC4151DFB7668388649EDE
320,Hannibal Rising,22080446,0,http://www.nytimes.com/2007/02/09/movies/09hann.html
321,"McFarland, USA",22019186,0,http://www.nytimes.com/2015/02/20/movies/review-in-mcfarland-usa-kevin-costner-coaches-cross-country-runners.html
322,Pitch Perfect,21693038,0,http://www.nytimes.com/2012/09/28/movies/pitch-perfect-starring-anna-kendrick.html
323,Hollywood Homicide,21562893,0,http://www.nytimes.com/movie/review?res=9D04E5D81E39F930A25755C0A9659C8B63
324,The Eye,21418982,0,http://www.nytimes.com/2008/02/02/movies/02eye.html
325,Drive,21417373,0,http://www.nytimes.com/2011/09/16/movies/drive-with-ryan-gosling-review.html
326,Heartbreakers,21390000,1,http://www.nytimes.com/movie/review?res=980DE5DB173CF930A15750C0A9679C8B63
327,The Mothman Prophecies,21221640,0,http://www.nytimes.com/movie/review?res=9502E1DC1F3BF936A15752C0A9649C8B63
328,The Boy,21185304,0,http://www.nytimes.com/2016/01/23/movies/the-boy-review.html
329,Oculus,21146271,0,http://www.nytimes.com/2014/04/11/movies/in-oculus-from-mike-flanagan-a-mirror-holds-secrets.html
330,Accepted,20986355,0,http://www.nytimes.com/2006/08/18/movies/18acce.html
331,Machete,20916709,0,http://www.nytimes.com/2010/09/03/movies/03machete.html
332,3 Days to Kill,20751696,0,http://www.nytimes.com/2014/02/21/movies/3-days-to-kill-stars-kevin-costner.html
333,Zack and Miri Make a Porno,20686907,0,http://www.nytimes.com/2008/10/31/movies/31zack.html
334,"Definitely, Maybe",20626755,0,http://www.nytimes.com/2008/02/14/movies/14maybe.html
335,Jay and Silent Bob Strike Back,20625847,0,http://www.nytimes.com/movie/review?res=9500E1D71531F937A1575BC0A9679C8B63
336,The Mountain Between Us,20603873,0,http://www.nytimes.com/2017/10/05/movies/the-mountain-between-us-review-kate-winslet-idris-elba.html
337,How to Be a Latin Lover,20548224,0,http://www.nytimes.com/2017/04/28/movies/how-to-be-a-latin-lover-review-eugenio-derbez.html
338,Million Dollar Arm,20503785,0,http://www.nytimes.com/2014/05/16/movies/in-million-dollar-arm-baseball-talent-from-overseas.html
339,One Missed Call,20493337,0,http://www.nytimes.com/2008/01/05/movies/05miss.html
340,Breach,20304675,0,http://www.nytimes.com/2007/02/16/movies/16brea.html
341,Mirrors,20211066,0,http://www.nytimes.com/2008/08/16/movies/16mirr.html
342,Deck the Halls,20147406,0,http://www.nytimes.com/2006/11/22/movies/22deck.html
343,The Fighting Temptations,20116473,0,http://www.nytimes.com/movie/review?res=9403E1DC123AF93AA2575AC0A9659C8B63
344,Basic,20011679,0,http://www.nytimes.com/movie/review?res=9507E7D61E30F93BA15750C0A9659C8B63
345,The Bye Bye Man,19990285,0,http://www.nytimes.com/2017/01/12/movies/the-bye-bye-man-review.html
346,Soul Surfer,19865129,0,http://www.nytimes.com/2011/04/08/movies/soul-surfer-is-bethany-hamiltons-shark-tale-review.html
347,Honey,19776370,0,http://www.nytimes.com/2011/03/25/movies/a-sons-quest-with-nature-as-a-guide.html
348,The DUFF,19769077,0,http://www.nytimes.com/2015/02/20/movies/in-the-duff-a-wounded-teenage-girl-combats-mockery.html
349,The Art of War,19710000,0,http://www.nytimes.com/movie/review?res=9B0CE5D71431F936A1575BC0A9669C8B63
350,We Own the Night,19704516,0,http://www.nytimes.com/2007/10/12/movies/12nigh.html
351,Run All Night,19639211,0,http://www.nytimes.com/2015/03/13/movies/review-in-run-all-night-liam-neeson-sticks-to-what-works.html
352,One for the Money,19624266,0,http://www.nytimes.com/2012/01/28/movies/katherine-heigl-in-film-based-on-janet-evanovich-novel.html
353,Dracula 2000,19593350,0,http://www.nytimes.com/movie/review?res=9B05EFD91738F930A15751C1A9669C8B63
354,Hugo,19556746,1,http://www.nytimes.com/2011/11/23/movies/martin-scorseses-hugo-with-ben-kingsley-and-sacha-baron-cohen-review.html
355,Lawless,19315863,1,http://www.nytimes.com/2017/03/16/movies/song-to-song-review-terrence-malick.html
356,Hardball,19280569,0,http://www.nytimes.com/movie/review?res=9402E0D71E38F936A2575AC0A9679C8B63
357,Kidnap,19266106,0,http://www.nytimes.com/2017/08/03/movies/kidnap-review-halle-berry.html
358,Dance Flick,19084907,0,http://www.nytimes.com/2009/05/22/movies/22flic.html
359,Kevin Hart: What Now?,18949900,1,http://www.nytimes.com/2016/10/14/movies/kevin-hart-what-now-review.html
360,The Missing,18900000,0,http://www.nytimes.com/movie/review?res=940DEFDB1F3BF935A15752C1A9659C8B63
361,Black Knight,18883000,0,http://www.nytimes.com/movie/review?res=9B01EEDF1F3BF932A15752C1A9679C8B63
362,Blood Diamond,18637257,0,http://www.nytimes.com/2006/12/08/movies/08diam.html
363,Keeping the Faith,18636000,0,http://www.nytimes.com/movie/review?res=9C0CE3DE113EF937A25757C0A9669C8B63
364,The Spy Next Door,18544639,0,http://www.nytimes.com/2010/01/15/movies/15spy.html
365,The Debt,18530443,0,http://www.nytimes.com/2016/07/08/movies/the-debt-review.html
366,Sinister 2,18526943,0,http://www.nytimes.com/2015/08/21/movies/review-in-sinister-2-a-murderous-being-returns-for-more-mayhem.html
367,The Strangers: Prey at Night,18503141,0,http://www.nytimes.com/2018/03/08/movies/strangers-prey-at-night-review.html
368,Murder by Numbers,18362833,0,http://www.nytimes.com/movie/review?res=9404E5DE143FF93AA25757C0A9649C8B63
369,Piranha 3D,18266889,0,http://www.nytimes.com/2010/08/23/movies/23piranha.html
370,See Spot Run,17979000,0,http://www.nytimes.com/movie/review?res=9E01E0DC163BF931A35750C0A9679C8B63
371,15 Minutes,17898000,0,http://www.nytimes.com/movie/review?res=9E05E1D8163AF93AA35750C0A9679C8B63
372,Frequency,17854723,1,http://www.nytimes.com/movie/review?res=940CE6DA1E30F93BA15757C0A9669C8B63
373,The Watcher,17376895,0,http://www.nytimes.com/movie/review?res=9A03E3D71539F93BA3575AC0A9669C8B63
374,The Lazarus Effect,17376740,0,http://www.nytimes.com/2015/02/27/movies/review-in-the-lazarus-effect-young-scientists-play-god.html
375,Fighting,17344805,0,http://www.nytimes.com/2009/04/24/movies/24figh.html
376,Winchester,17338575,0,http://www.nytimes.com/2018/02/02/movies/winchester-review-helen-mirren.html
377,Angel Eyes,17252509,0,http://www.nytimes.com/movie/review?res=9A0CE7DF113AF93BA25756C0A9679C8B63
378,The International,17031200,0,http://www.nytimes.com/2009/02/13/movies/13inte.html
379,War,17023846,0,http://www.nytimes.com/2007/08/25/movies/25WAR.html
380,The Happytime Murders,16998475,0,http://www.nytimes.com/2018/08/22/movies/the-happytime-murders-review-melissa-mccarthy.html
381,Nanny McPhee Returns,16991285,0,http://www.nytimes.com/2010/08/20/movies/20nanny.html
382,Beastly,16911633,0,http://www.nytimes.com/2011/03/04/movies/04beast.html
383,21 and Over,16875359,0,http://www.nytimes.com/2013/03/02/movies/21-over-directed-by-jon-lucas-and-scott-moore.html
384,Proud Mary,16850600,0,http://www.nytimes.com/2018/01/12/movies/proud-mary-review-taraji-p-henson.html
385,Conan the Barbarian,16660669,0,http://www.nytimes.com/2011/08/19/movies/conan-the-barbarian-with-jason-momoa-review.html
386,You Again,16607633,0,http://www.nytimes.com/2010/09/24/movies/24you.html
387,The Guilt Trip,16574475,0,http://www.nytimes.com/2012/12/19/movies/the-guilt-trip-with-barbra-streisand-and-seth-rogen.html
388,Hearts in Atlantis,16440000,0,http://www.nytimes.com/movie/review?res=9904E6DA1E3AF93BA1575AC0A9679C8B63
389,Ramona and Beezus,16375681,0,http://www.nytimes.com/2010/07/23/movies/23ramona.html
390,Aloha,16282116,0,http://www.nytimes.com/2015/05/29/movies/review-aloha-a-hangout-movie-with-bradley-cooper-and-emma-stone-in-hawaii.html
391,Gamer,16261653,0,http://www.nytimes.com/2009/09/05/movies/05gamer.html
392,Courageous,16160032,0,http://www.nytimes.com/2011/10/03/movies/courageous-directed-by-alex-kendrick-review.html
393,Biker Boyz,16017600,0,http://www.nytimes.com/movie/review?res=9C05E1D61F39F932A05752C0A9659C8B63
394,The Covenant,15791085,0,http://www.nytimes.com/2006/09/09/movies/09cove.html
395,"As Above, So Below",15707170,0,http://www.nytimes.com/2014/08/30/movies/as-above-so-below-stars-perdita-weeks.html
396,Blood Work,15310030,0,http://www.nytimes.com/movie/review?res=9904E6DF173AF93AA3575BC0A9649C8B63
397,Waist Deep,15300000,0,http://www.nytimes.com/2006/06/23/movies/23wais.html
398,Haywire,15281962,0,http://www.nytimes.com/2012/01/20/movies/steven-soderberghs-haywire-with-gina-carano-review.html
399,Free State of Jones,15206221,1,http://www.nytimes.com/2016/06/24/movies/free-state-of-jones-review-matthew-mcconaughey.html
400,The Eagle,15152683,0,http://www.nytimes.com/2011/02/11/movies/11eagle.html
401,Apollo 18,14939303,0,http://www.nytimes.com/2011/09/03/movies/apollo-18-directed-by-gonzalo-lopez-gallego-review.html
402,Looney Tunes: Back in Action,14891610,0,http://www.nytimes.com/movie/review?res=9D0DE4D91438F937A25752C1A9659C8B63
403,The Three Musketeers,14847237,0,http://www.nytimes.com/2011/10/22/movies/the-three-musketeers-with-christoph-waltz-review.html
404,Little Black Book,14644825,0,http://www.nytimes.com/movie/review?res=9900E6D6153CF935A3575BC0A9629C8B63
405,Cold Creek Manor,14642749,0,http://www.nytimes.com/movie/review?res=9A01EFDC123AF93AA2575AC0A9659C8B63
406,My Best Friend's Girl,14611423,0,http://www.nytimes.com/2008/09/20/movies/20best.html
407,Chernobyl Diaries,14498221,0,http://www.nytimes.com/2012/05/26/movies/chernobyl-diaries-co-produced-by-oren-peli.html
408,Dream House,14467490,0,http://www.nytimes.com/2011/10/01/movies/dream-house-with-daniel-craig-and-rachel-weisz-in-review.html
409,Traitor,14295346,0,http://www.nytimes.com/2008/08/27/movies/27trai.html
410,The Big Wedding,14216422,0,http://www.nytimes.com/2013/04/26/movies/the-big-wedding-a-farce-with-keaton-and-de-niro.html
411,Boys and Girls,14193273,0,http://www.nytimes.com/movie/review?res=9C01E2D7113EF935A25755C0A9669C8B63
412,A Haunted House 2,14183335,0,http://www.nytimes.com/2014/04/19/movies/a-haunted-house-2-stars-marlon-wayans.html
413,Norm of the North,14024290,0,http://www.nytimes.com/2016/01/15/movies/review-in-norm-of-the-north-a-polar-bear-takes-a-stand.html
414,School for Scoundrels,13988365,0,http://www.nytimes.com/2006/09/29/movies/29scou.html
415,Going the Distance,13952322,0,http://www.nytimes.com/2010/09/03/movies/03going.html
416,Remember Me,13918922,0,http://www.nytimes.com/2010/03/12/movies/12remember.html
417,The Hot Chick,13773388,0,http://www.nytimes.com/movie/review?res=9B0CE6D8133AF930A25751C1A9649C8B63
418,National Lampoon's Van Wilder,13700813,0,http://www.nytimes.com/movie/review?res=9802E7D9163DF936A35757C0A9649C8B63
419,Ella Enchanted,13579980,1,http://www.nytimes.com/movie/review?res=9407E5DB1538F93AA35757C0A9629C8B63
420,You're Next,13431530,1,http://www.nytimes.com/2013/08/23/movies/youre-next-a-home-invasion-thriller-with-tweaks.html
421,The Bank Job,13257949,0,http://www.nytimes.com/2008/03/07/movies/07bank.html
422,Dead Silence,13216140,0,http://www.nytimes.com/2007/03/17/movies/17dead.html
423,The Box,13179622,0,http://www.nytimes.com/2009/11/06/movies/06thebox.html
424,Black Christmas,13083471,0,http://www.nytimes.com/2006/12/27/movies/27blac.html
425,Down to You,13010648,0,http://www.nytimes.com/movie/review?res=9401E6DE103DF931A15752C0A9669C8B63
426,Devil's Due,12922304,0,http://www.nytimes.com/2014/01/18/movies/in-devils-due-the-horned-one-is-up-to-his-old-mischief.html
427,Superfly,12885779,0,http://www.nytimes.com/2018/06/12/movies/superfly-review.html
428,Father Figures,12885287,0,http://www.nytimes.com/2017/12/21/movies/father-figures-review-ed-helms-owen-wilson.html
429,Eurotrip,12758176,0,http://www.nytimes.com/movie/review?res=9F04E0DD103DF933A15751C0A9629C8B63
430,Piglet's Big Movie,12730591,0,http://www.nytimes.com/movie/review?res=9401E4DD1E31F932A15750C0A9659C8B63
431,The Fighter,12569403,1,http://www.nytimes.com/2010/12/10/movies/10fighter.html
432,Parker,12527297,0,http://www.nytimes.com/2013/01/25/movies/parker-starring-jennifer-lopez-and-jason-statham.html
433,Jennifer's Body,12470373,0,http://www.nytimes.com/2009/09/18/movies/18jennifer.html
434,The Four Feathers,12377402,0,http://www.nytimes.com/movie/review?res=9E06E4DA1030F933A1575AC0A9649C8B63
435,The Invention of Lying,12295868,0,http://www.nytimes.com/2009/10/02/movies/02invention.html
436,The Raven,12176125,0,http://www.nytimes.com/2012/04/27/movies/the-raven-with-john-cusack-directed-by-james-mcteigue.html
437,The Last Exorcism Part II,12129639,0,http://www.nytimes.com/2013/03/02/movies/the-last-exorcism-part-ii-starring-ashley-bell.html
438,Jobs,12009301,1,http://www.nytimes.com/2015/10/09/movies/review-steve-jobs-apples-visionary-ceo-dissected.html
439,A Thousand Words,11985753,0,http://www.nytimes.com/2012/03/09/movies/a-thousand-words-directed-by-brian-robbins.html
440,Armored,11750895,0,http://www.nytimes.com/2009/12/05/movies/05armored.html
441,Get Carter,11740680,0,http://www.nytimes.com/movie/review?res=980CE5DE153CF934A35753C1A9669C8B63
442,Solaris,11608000,1,http://www.nytimes.com/movie/review?res=9405E1DC1638F934A15752C1A9649C8B63
443,Welcome to Mooseport,11539863,0,http://www.nytimes.com/movie/review?res=9B0DE2D9113DF933A15751C0A9629C8B63
444,Adventureland,11370909,1,http://www.nytimes.com/2009/04/03/movies/03adve.html
445,Lockout,11219620,0,http://www.nytimes.com/2012/04/13/movies/guy-pearce-in-lockout.html
446,Soul Plane,10986076,0,http://www.nytimes.com/movie/review?res=940DE3D9103EF93BA15756C0A9629C8B63
447,Empire,10883390,0,http://www.nytimes.com/movie/review?res=9D06E6D9123BF935A35751C1A9649C8B63
448,New York Minute,10783723,0,http://www.nytimes.com/movie/review?res=9B01E4DC163CF934A35756C0A9629C8B63
449,Awake,10743207,0,http://www.nytimes.com/2007/12/01/movies/01awak.html
450,Silent House,10605544,0,http://www.nytimes.com/2012/03/09/movies/silent-house-horror-film-with-elizabeth-olsen.html
451,Disaster Movie,10602140,0,http://www.nytimes.com/2008/08/30/movies/30disa.html
452,Bait,10576895,0,http://www.nytimes.com/movie/review?res=9E03E3D61238F936A2575AC0A9669C8B63
453,Glee: The 3D Concert Movie,10443883,0,http://www.nytimes.com/2011/08/12/movies/glee-the-3d-concert-movie-review.html
454,Triple 9,10374702,0,http://www.nytimes.com/2016/02/26/movies/triple-9-review.html
455,Self/Less,10331633,0,http://www.nytimes.com/2015/07/10/movies/review-in-self-less-immortality-at-a-cost.html
456,Almost Famous,10147759,1,http://www.nytimes.com/movie/review?res=950DE5D91738F930A2575AC0A9669C8B63
457,Juwanna Mann,10115907,0,http://www.nytimes.com/movie/review?res=9C06EEDA113BF932A15755C0A9649C8B63
458,Burnt,10095316,0,http://www.nytimes.com/2015/10/30/movies/review-burnt-with-bradley-cooper-as-a-chef-fresh-from-rehab.html
459,Unaccompanied Minors,10093267,0,http://www.nytimes.com/2006/12/08/movies/08mino.html
460,Changeling,10031122,0,http://www.nytimes.com/2008/10/24/movies/24chan.html
461,The 33,10002722,0,http://www.nytimes.com/2015/11/13/movies/review-the-33-recalls-a-chilean-mine-disaster-and-the-men-who-endured-it.html
462,All the Pretty Horses,9927378,0,http://www.nytimes.com/movie/review?res=940CE4D71538F936A15751C1A9669C8B63
463,Strange Magic,9819784,0,http://www.nytimes.com/2015/01/23/movies/gary-rydstroms-strange-magic-from-a-george-lucas-story.html
464,One Day,9789523,0,http://www.nytimes.com/2011/08/19/movies/one-day-directed-by-lone-scherfig-review.html
465,Meet Dave,9398409,0,http://www.nytimes.com/2008/07/11/movies/11dave.html
466,Soul Men,9370925,0,http://www.nytimes.com/2008/11/07/movies/07soul.html
467,12 Rounds,8982767,0,http://www.nytimes.com/2009/03/28/movies/28roun.html
468,Unforgettable,8950960,0,http://www.nytimes.com/2017/04/20/movies/unforgettable-review-katherine-heigl-rosario-dawson.html
469,Before I Fall,8929594,0,http://www.nytimes.com/2017/03/01/movies/before-i-fall-review-zoey-deutch.html
470,Sorority Row,8880742,0,http://www.nytimes.com/2009/09/12/movies/12sorority.html
471,The Gunman,8800854,0,http://www.nytimes.com/2015/03/20/movies/review-in-the-gunman-sean-penn-plays-a-remorseful-sniper-on-the-run.html
472,Whip It,8793570,0,http://www.nytimes.com/2009/10/02/movies/02whip.html
473,Extract,8601746,0,http://www.nytimes.com/2009/09/04/movies/04extract.html
474,The Last Kiss,8446291,0,http://www.nytimes.com/2006/09/15/movies/15kiss.html
475,The Crew,8400000,0,http://www.nytimes.com/movie/review?res=980CEFD81431F936A1575BC0A9669C8B63
476,Abandon,8372197,0,http://www.nytimes.com/movie/review?res=980DE3D8153DF93BA25753C1A9649C8B63
477,Bullet to the Head,8269214,0,http://www.nytimes.com/2013/02/01/movies/bullet-to-the-head-stars-sylvester-stallone.html
478,The Express,8214570,0,http://www.nytimes.com/2008/10/10/movies/10expr.html
479,Stop-Loss,8170755,0,http://www.nytimes.com/2008/03/28/movies/28stop.html
480,Ponyo,8136515,1,http://www.nytimes.com/2009/08/14/movies/14ponyo.html
481,Hardcore Henry,8117998,0,http://www.nytimes.com/2016/04/08/movies/review-in-hardcore-henry-a-semi-robotic-soldier-has-a-personal-mission.html
482,Death Sentence,7983182,0,http://www.nytimes.com/2007/08/30/movies/31sent.html
483,Here on Earth,7978813,0,http://www.nytimes.com/movie/review?res=9402EFDD143DF937A15750C0A9669C8B63
484,Midnight Sun,7671529,0,http://www.nytimes.com/2018/03/23/movies/midnight-sun-review.html
485,Next Day Air,7613221,1,http://www.nytimes.com/2009/05/08/movies/08next.html
486,Cirque du Soleil: Worlds Away,7426926,0,http://www.nytimes.com/2012/12/21/movies/cirque-du-soleil-worlds-away-in-3-d.html
487,The Legend of Drunken Master,7380000,0,http://www.nytimes.com/movie/review?res=9C0CEED6123EF933A15753C1A9669C8B63
488,Death to Smoochy,7286694,0,http://www.nytimes.com/movie/review?res=9A0DE2D71E3BF93AA15750C0A9649C8B63
489,MacGruber,7216320,0,http://www.nytimes.com/2010/05/22/movies/22macgruber.html
490,The Conspirator,6889868,0,http://www.nytimes.com/2011/04/15/movies/the-conspirator-directed-by-robert-redford-review.html
491,Rock Dog,6735271,0,http://www.nytimes.com/2017/02/23/movies/rock-dog-review.html
492,Searching,6574943,0,http://www.nytimes.com/2018/08/23/movies/searching-review-john-cho.html
493,The Space Between Us,6511522,0,http://www.nytimes.com/2017/02/02/movies/review-the-space-between-us-the-story-of-a-boy-who-fell-to-earth.html
494,A Good Year,6402072,0,http://www.nytimes.com/2006/11/10/movies/10year.html
495,My Life in Ruins,6371636,0,http://www.nytimes.com/2009/06/05/movies/05ruin.html
496,The Collector,6351293,0,http://www.nytimes.com/2009/08/01/movies/01collect.html
497,About Time,6275743,0,http://www.nytimes.com/2013/11/01/movies/about-time-a-british-confection-from-richard-curtis.html
498,Bug,6158052,0,http://www.nytimes.com/2007/05/24/movies/25bug.html
499,Isle of Dogs,6057822,1,http://www.nytimes.com/2018/03/22/movies/isle-of-dogs-review-wes-anderson.html
500,Taking Woodstock,6008843,1,http://www.nytimes.com/2009/08/26/movies/26woodstock.html
501,Our Brand is Crisis,5924665,0,http://www.nytimes.com/2015/10/30/movies/review-in-our-brand-is-crisis-the-war-room-goes-to-bolivia.html
502,Nothing Like the Holidays,5924513,0,http://www.nytimes.com/2008/12/12/movies/12holi.html
503,Cadillac Records,5909492,1,http://www.nytimes.com/2008/12/05/movies/05cadi.html
504,Nine,5830585,0,http://www.nytimes.com/2009/12/18/movies/18nine.html
505,Black Nativity,5653299,0,http://www.nytimes.com/2013/11/27/movies/black-nativity-with-angela-bassett-and-jennifer-hudson.html
506,Just Getting Started,5493590,0,http://www.nytimes.com/2017/12/11/movies/just-getting-started-review-morgan-freeman-tommy-lee-jones.html
507,The Master,5446975,1,http://www.nytimes.com/2012/09/14/movies/review-the-master-from-paul-thomas-anderson.html
508,La La Land,5342257,1,http://www.nytimes.com/2016/12/08/movies/la-la-land-review-ryan-gosling-emma-stone.html
509,Post Grad,5307922,0,http://www.nytimes.com/2009/08/21/movies/21post.html
510,Miss Pettigrew Lives for a Day,5299639,0,http://www.nytimes.com/2008/03/07/movies/07pett.html
