"X","movie","distributor","gross","percent_change","theaters","per_theater","total_gross","days","date"
"3130","The Darkness","High Top Releasing",220462,-15,1755,126,6097482,7,2016-05-19
"3131","Love & Friendship","Roadside Attractions",16265,-1,4,4066,198333,7,2016-05-19
"3133","The Angry Birds Movie","Sony Pictures",10831978,NA,3932,2755,10831978,1,2016-05-20
"3134","Neighbors 2: Sorority Rising","Universal",8810285,NA,3384,2604,8810285,1,2016-05-20
"3135","The Nice Guys","Warner Bros.",3894992,NA,2865,1360,3894992,1,2016-05-20
"3136","Money Monster","Sony Pictures",1981265,100,3104,638,22004912,8,2016-05-20
"3137","The Darkness","High Top Releasing",704494,220,1769,398,6801976,8,2016-05-20
"3138","Love & Friendship","Roadside Attractions",151916,834,47,3232,350249,8,2016-05-20
"3139","Kaptaan","UTV Communications",23703,NA,29,817,23703,1,2016-05-20
"3140","Almost Holy","The Orchard",656,NA,2,328,656,1,2016-05-20
"3141","The Angry Birds Movie","Sony Pictures",15876962,47,3932,4038,26708940,2,2016-05-21
"3142","Neighbors 2: Sorority Rising","Universal",7764130,-12,3384,2294,16574415,2,2016-05-21
"3143","The Nice Guys","Warner Bros.",4441857,14,2865,1550,8336849,2,2016-05-21
"3144","Money Monster","Sony Pictures",3136366,58,3104,1010,25141278,9,2016-05-21
"3145","The Darkness","High Top Releasing",1039070,47,1769,587,7841046,9,2016-05-21
"3146","Love & Friendship","Roadside Attractions",252999,67,47,5383,603248,9,2016-05-21
"3147","Kaptaan","UTV Communications",40520,71,29,1397,64223,2,2016-05-21
"3148","Almost Holy","The Orchard",2180,232,2,1090,2836,2,2016-05-21
"3149","The Angry Birds Movie","Sony Pictures",11446237,-28,3932,2911,38155177,3,2016-05-22
"3150","Neighbors 2: Sorority Rising","Universal",5185990,-33,3384,1533,21760405,3,2016-05-22
"3151","The Nice Guys","Warner Bros.",2866421,-35,2865,1000,11203270,3,2016-05-22
"3152","Money Monster","Sony Pictures",1899253,-39,3104,612,27040531,10,2016-05-22
"3153","The Darkness","High Top Releasing",529054,-49,1769,299,8370100,10,2016-05-22
"3154","Love & Friendship","Roadside Attractions",154909,-39,47,3296,758157,10,2016-05-22
"3155","Kaptaan","UTV Communications",45770,13,29,1578,109993,3,2016-05-22
"3156","Almost Holy","The Orchard",1359,-38,2,680,4195,3,2016-05-22
"3157","The Angry Birds Movie","Sony Pictures",2793151,-76,3932,710,40948328,4,2016-05-23
"3158","Neighbors 2: Sorority Rising","Universal",2130850,-59,3384,630,23891255,4,2016-05-23
"3159","The Nice Guys","Warner Bros.",1117904,-61,2865,390,12321174,4,2016-05-23
"3160","Kaptaan","UTV Communications",26285,-43,29,906,136278,4,2016-05-23
"3161","Almost Holy","The Orchard",375,-72,2,188,4570,4,2016-05-23
"3162","The Angry Birds Movie","Sony Pictures",2772707,-1,3932,705,43721035,5,2016-05-24
"3163","Neighbors 2: Sorority Rising","Universal",2342770,10,3384,692,26234025,5,2016-05-24
"3164","The Nice Guys","Warner Bros.",1301267,16,2865,454,13622441,5,2016-05-24
"3165","Kaptaan","UTV Communications",15936,-39,29,550,152214,5,2016-05-24
"3166","Almost Holy","The Orchard",297,-21,2,149,4867,5,2016-05-24
"3167","The Angry Birds Movie","Sony Pictures",1954775,-29,3932,497,45675810,6,2016-05-25
"3168","Neighbors 2: Sorority Rising","Universal",1605450,-31,3384,474,27839475,6,2016-05-25
"3169","The Nice Guys","Warner Bros.",920867,-29,2865,321,14543308,6,2016-05-25
"3170","Kaptaan","UTV Communications",6309,-60,29,218,158523,6,2016-05-25
"3171","Almost Holy","The Orchard",278,-6,2,139,5145,6,2016-05-25
"3172","The Angry Birds Movie","Sony Pictures",1977499,1,3932,503,47653309,7,2016-05-26
"3173","Neighbors 2: Sorority Rising","Universal",1397105,-13,3384,413,29236580,7,2016-05-26
"3174","The Nice Guys","Warner Bros.",820364,-11,2865,286,15363672,7,2016-05-26
"3175","Kaptaan","UTV Communications",5137,-19,29,177,163660,7,2016-05-26
"3176","Almost Holy","The Orchard",334,20,5,67,5479,7,2016-05-26
"3177","X-Men: Apocalypse","20th Century Fox",26302191,NA,4150,6338,26302191,1,2016-05-27
"3178","Alice Through the Looking G…","Walt Disney",9701973,NA,3763,2578,9701973,1,2016-05-27
"3179","The Angry Birds Movie","Sony Pictures",5047070,155,3932,1284,52700379,8,2016-05-27
"3180","Neighbors 2: Sorority Rising","Universal",2848080,104,3416,834,32084660,8,2016-05-27
"3181","The Nice Guys","Warner Bros.",1772524,116,2865,619,17136196,8,2016-05-27
"3182","Kaptaan","UTV Communications",5821,13,23,253,169481,8,2016-05-27
"3183","Almost Holy","The Orchard",400,20,5,80,5879,8,2016-05-27
"3184","X-Men: Apocalypse","20th Century Fox",20493504,-22,4150,4938,46795695,2,2016-05-28
"3185","Alice Through the Looking G…","Walt Disney",9048495,-7,3763,2405,18750468,2,2016-05-28
"3186","The Angry Birds Movie","Sony Pictures",7284160,44,3932,1853,59984539,9,2016-05-28
"3187","Neighbors 2: Sorority Rising","Universal",3354265,18,3416,982,35438925,9,2016-05-28
"3188","The Nice Guys","Warner Bros.",2420572,37,2865,845,19556768,9,2016-05-28
"3189","Kaptaan","UTV Communications",13237,127,23,576,182718,9,2016-05-28
"3190","Almost Holy","The Orchard",616,54,5,123,6495,9,2016-05-28
"3191","X-Men: Apocalypse","20th Century Fox",18973867,-7,4150,4572,65769562,3,2016-05-29
"3192","Alice Through the Looking G…","Walt Disney",8108258,-10,3763,2155,26858726,3,2016-05-29
"3193","The Angry Birds Movie","Sony Pictures",6438261,-12,3932,1637,66422800,10,2016-05-29
"3194","Neighbors 2: Sorority Rising","Universal",3152035,-6,3416,923,38590960,10,2016-05-29
"3195","The Nice Guys","Warner Bros.",2323138,-4,2865,811,21879906,10,2016-05-29
"3196","Kaptaan","UTV Communications",9795,-26,23,426,192513,10,2016-05-29
"3197","Almost Holy","The Orchard",462,-25,5,92,6957,10,2016-05-29
"3198","X-Men: Apocalypse","20th Century Fox",14040571,-26,4150,3383,79810133,4,2016-05-30
"3199","Alice Through the Looking G…","Walt Disney",6648895,-18,3763,1767,33507621,4,2016-05-30
"3200","X-Men: Apocalypse","20th Century Fox",6514207,-54,4150,1570,86324340,5,2016-05-31
"3201","Alice Through the Looking G…","Walt Disney",2767479,-58,3763,735,36275100,5,2016-05-31
"3202","X-Men: Apocalypse","20th Century Fox",4285264,-34,4150,1033,90609604,6,2016-06-01
"3203","Alice Through the Looking G…","Walt Disney",1952585,-29,3763,519,38227685,6,2016-06-01
"3204","A Aa","Bluesky Cinemas",281455,NA,115,2447,281455,1,2016-06-01
"3205","X-Men: Apocalypse","20th Century Fox",3563628,-17,4150,859,94173232,7,2016-06-02
"3206","Alice Through the Looking G…","Walt Disney",1853912,-5,3763,493,40081597,7,2016-06-02
"3207","A Aa","Bluesky Cinemas",214156,-24,115,1862,495611,2,2016-06-02
"3208","Teenage Mutant Ninja Turtle…","Paramount Pictures",12484117,NA,4071,3067,12484117,1,2016-06-03
"3209","Me Before You","Warner Bros.",7777448,NA,2704,2876,7777448,1,2016-06-03
"3210","X-Men: Apocalypse","20th Century Fox",6587189,85,4153,1586,100760421,8,2016-06-03
"3211","Alice Through the Looking G…","Walt Disney",3194827,72,3763,849,43276424,8,2016-06-03
"3212","Popstar: Never Stop Never S…","Universal",1776590,NA,2311,769,1776590,1,2016-06-03
"3213","A Aa","Bluesky Cinemas",363562,70,115,3161,859173,3,2016-06-03
"3214","Teenage Mutant Ninja Turtle…","Paramount Pictures",13021637,4,4071,3199,25505754,2,2016-06-04
"3215","X-Men: Apocalypse","20th Century Fox",9405003,43,4153,2265,110165424,9,2016-06-04
"3216","Me Before You","Warner Bros.",6202494,-20,2704,2294,13979942,2,2016-06-04
"3217","Alice Through the Looking G…","Walt Disney",4477281,40,3763,1190,47753705,9,2016-06-04
"3218","Popstar: Never Stop Never S…","Universal",1706715,-4,2311,739,3483305,2,2016-06-04
"3219","A Aa","Bluesky Cinemas",545369,50,115,4742,1404542,4,2016-06-04
"3220","Teenage Mutant Ninja Turtle…","Paramount Pictures",9810628,-25,4071,2410,35316382,3,2016-06-05
"3221","X-Men: Apocalypse","20th Century Fox",6833292,-27,4153,1645,116998716,10,2016-06-05
"3222","Me Before You","Warner Bros.",4743327,-24,2704,1754,18723269,3,2016-06-05
"3223","Alice Through the Looking G…","Walt Disney",3642527,-19,3763,968,51396232,10,2016-06-05
"3224","Popstar: Never Stop Never S…","Universal",1215410,-29,2311,526,4698715,3,2016-06-05
"3225","A Aa","Bluesky Cinemas",304126,-44,115,2645,1708668,5,2016-06-05
"3226","Teenage Mutant Ninja Turtle…","Paramount Pictures",2841228,-71,4071,698,38157610,4,2016-06-06
"3227","Me Before You","Warner Bros.",2137067,-55,2704,790,20860336,4,2016-06-06
"3228","Popstar: Never Stop Never S…","Universal",523585,-57,2311,227,5222300,4,2016-06-06
"3229","A Aa","Bluesky Cinemas",61756,-80,115,537,1770424,6,2016-06-06
"3230","Teenage Mutant Ninja Turtle…","Paramount Pictures",3605827,27,4071,886,41763437,5,2016-06-07
"3231","Me Before You","Warner Bros.",2726301,28,2704,1008,23586637,5,2016-06-07
"3232","Popstar: Never Stop Never S…","Universal",604595,15,2311,262,5826895,5,2016-06-07
"3233","A Aa","Bluesky Cinemas",66089,7,115,575,1836513,7,2016-06-07
"3234","Teenage Mutant Ninja Turtle…","Paramount Pictures",2289789,-36,4071,562,44053226,6,2016-06-08
"3235","Me Before You","Warner Bros.",2075318,-24,2704,767,25661955,6,2016-06-08
"3236","Popstar: Never Stop Never S…","Universal",426620,-29,2311,185,6253515,6,2016-06-08
"3237","A Aa","Bluesky Cinemas",41403,-37,115,360,1877916,8,2016-06-08
"3238","Teenage Mutant Ninja Turtle…","Paramount Pictures",2186557,-5,4071,537,46239783,7,2016-06-09
"3239","Me Before You","Warner Bros.",1950623,-6,2704,721,27612578,7,2016-06-09
"3240","Popstar: Never Stop Never S…","Universal",377765,-11,2311,163,6631280,7,2016-06-09
"3241","A Aa","Bluesky Cinemas",33163,-20,115,288,1911079,9,2016-06-09
"3242","The Conjuring 2: The Enfiel…","Warner Bros.",16389229,NA,3343,4903,16389229,1,2016-06-10
"3243","Warcraft","Universal",10701750,NA,3400,3148,10701750,1,2016-06-10
"3244","Now You See Me 2","Lionsgate",8400189,NA,3232,2599,8400189,1,2016-06-10
"3245","Teenage Mutant Ninja Turtle…","Paramount Pictures",4002605,83,4071,983,50242388,8,2016-06-10
"3246","Me Before You","Warner Bros.",3057019,57,2762,1107,30669597,8,2016-06-10
"3247","Popstar: Never Stop Never S…","Universal",494570,31,2313,214,7125850,8,2016-06-10
"3248","A Aa","Bluesky Cinemas",101890,207,95,1073,2012969,10,2016-06-10
"3250","Genius","Roadside Attractions",25957,NA,16,1622,25957,1,2016-06-10
"3252","The Music of Strangers: Yo …","The Orchard",6379,NA,3,2126,6379,1,2016-06-10
"3254","The Conjuring 2: The Enfiel…","Warner Bros.",14004701,-15,3343,4189,30393930,2,2016-06-11
"3255","Now You See Me 2","Lionsgate",8206254,-2,3232,2539,16606443,2,2016-06-11
"3256","Warcraft","Universal",7834150,-27,3400,2304,18535900,2,2016-06-11
"3257","Teenage Mutant Ninja Turtle…","Paramount Pictures",6012871,50,4071,1477,56255259,9,2016-06-11
"3258","Me Before You","Warner Bros.",3501121,15,2762,1268,34170718,9,2016-06-11
"3259","Popstar: Never Stop Never S…","Universal",728335,47,2313,315,7854185,9,2016-06-11
"3261","Genius","Roadside Attractions",45328,75,16,2833,71285,2,2016-06-11
"3262","The Music of Strangers: Yo …","The Orchard",12032,89,3,4011,18411,2,2016-06-11
"3265","The Conjuring 2: The Enfiel…","Warner Bros.",10012384,-29,3343,2995,40406314,3,2016-06-12
"3266","Now You See Me 2","Lionsgate",5776703,-30,3232,1787,22383146,3,2016-06-12
"3267","Warcraft","Universal",5630210,-28,3400,1656,24166110,3,2016-06-12
"3268","Teenage Mutant Ninja Turtle…","Paramount Pictures",4371089,-27,4071,1074,60626348,10,2016-06-12
"3269","Me Before You","Warner Bros.",2480123,-29,2762,898,36650841,10,2016-06-12
"3270","Popstar: Never Stop Never S…","Universal",455825,-37,2313,197,8310010,10,2016-06-12
"3272","Genius","Roadside Attractions",26989,-40,16,1687,98274,3,2016-06-12
"3274","The Music of Strangers: Yo …","The Orchard",6203,-48,3,2068,24614,3,2016-06-12
"3276","The Conjuring 2: The Enfiel…","Warner Bros.",4302159,-57,3343,1287,44708473,4,2016-06-13
"3277","Now You See Me 2","Lionsgate",2275003,-61,3232,704,24658149,4,2016-06-13
"3278","Warcraft","Universal",1870460,-67,3400,550,26036570,4,2016-06-13
"3279","Genius","Roadside Attractions",9645,-64,16,603,107919,4,2016-06-13
"3280","The Music of Strangers: Yo …","The Orchard",4474,-28,10,447,29088,4,2016-06-13
"3282","The Conjuring 2: The Enfiel…","Warner Bros.",4813332,12,3343,1440,49521805,5,2016-06-14
"3283","Now You See Me 2","Lionsgate",3067601,35,3232,949,27725750,5,2016-06-14
"3284","Warcraft","Universal",2329630,25,3400,685,28366200,5,2016-06-14
"3285","Genius","Roadside Attractions",9334,-3,16,583,117253,5,2016-06-14
"3287","The Music of Strangers: Yo …","The Orchard",2650,-41,10,265,31738,5,2016-06-14
"3288","The Conjuring 2: The Enfiel…","Warner Bros.",3651819,-24,3343,1092,53173624,6,2016-06-15
"3289","Now You See Me 2","Lionsgate",2252874,-27,3232,697,29978624,6,2016-06-15
"3290","Warcraft","Universal",1576855,-32,3400,464,29943055,6,2016-06-15
"3292","Genius","Roadside Attractions",9159,-2,16,572,126412,6,2016-06-15
"3294","The Music of Strangers: Yo …","The Orchard",2741,3,10,274,34479,6,2016-06-15
"3295","The Conjuring 2: The Enfiel…","Warner Bros.",3001462,-18,3343,898,56175086,7,2016-06-16
"3296","Now You See Me 2","Lionsgate",1733905,-23,3232,536,31712529,7,2016-06-16
"3297","Warcraft","Universal",1248470,-21,3400,367,31191525,7,2016-06-16
"3299","Genius","Roadside Attractions",10138,11,16,634,136550,7,2016-06-16
"3300","The Music of Strangers: Yo …","The Orchard",2886,5,10,289,37365,7,2016-06-16
"3302","Finding Dory","Walt Disney",54746405,NA,4305,12717,54746405,1,2016-06-17
"3303","Central Intelligence","Warner Bros.",12990850,NA,3508,3703,12990850,1,2016-06-17
"3304","The Conjuring 2: The Enfiel…","Warner Bros.",5452957,82,3356,1625,61628043,8,2016-06-17
"3305","Now You See Me 2","Lionsgate",2850958,64,3232,882,34563487,8,2016-06-17
"3306","Warcraft","Universal",1944785,56,3406,571,33136310,8,2016-06-17
"3307","Gentleman","Gaatri Media",213989,NA,126,1698,213989,1,2016-06-17
"3308","Genius","Roadside Attractions",83007,719,134,619,219557,8,2016-06-17
"3309","Clown","Dimension Pictures",10196,NA,100,102,10196,1,2016-06-17
"3310","The Music of Strangers: Yo …","The Orchard",7528,161,11,684,44893,8,2016-06-17
"3313","Finding Dory","Walt Disney",45644471,-17,4305,10603,100390876,2,2016-06-18
"3314","Central Intelligence","Warner Bros.",12437037,-4,3508,3545,25427887,2,2016-06-18
"3315","The Conjuring 2: The Enfiel…","Warner Bros.",5900306,8,3356,1758,67528349,9,2016-06-18
"3316","Now You See Me 2","Lionsgate",3506678,23,3232,1085,38070165,9,2016-06-18
"3317","Warcraft","Universal",2713875,40,3406,797,35850185,9,2016-06-18
"3318","Gentleman","Gaatri Media",202412,-5,126,1606,416401,2,2016-06-18
"3319","Genius","Roadside Attractions",132454,60,134,988,352011,9,2016-06-18
"3320","The Music of Strangers: Yo …","The Orchard",12454,65,11,1132,57347,9,2016-06-18
"3321","Clown","Dimension Pictures",10642,4,100,106,20838,2,2016-06-18
"3325","Finding Dory","Walt Disney",34669397,-24,4305,8053,135060273,3,2016-06-19
"3326","Central Intelligence","Warner Bros.",10107363,-19,3508,2881,35535250,3,2016-06-19
"3327","The Conjuring 2: The Enfiel…","Warner Bros.",3526787,-40,3356,1051,71055136,10,2016-06-19
"3328","Now You See Me 2","Lionsgate",3015743,-14,3232,933,41085908,10,2016-06-19
"3329","Warcraft","Universal",2582770,-5,3406,758,38432955,10,2016-06-19
"3330","Gentleman","Gaatri Media",121089,-40,126,961,537490,3,2016-06-19
"3331","Genius","Roadside Attractions",82819,-37,134,618,434830,10,2016-06-19
"3332","The Music of Strangers: Yo …","The Orchard",10813,-13,11,983,68160,10,2016-06-19
"3333","Clown","Dimension Pictures",6082,-43,100,61,26920,3,2016-06-19
"3336","Finding Dory","Walt Disney",19571283,-44,4305,4546,154631556,4,2016-06-20
"3337","Central Intelligence","Warner Bros.",4007835,-60,3508,1142,39543085,4,2016-06-20
"3338","Gentleman","Gaatri Media",29336,-76,126,233,566826,4,2016-06-20
"3340","Clown","Dimension Pictures",4580,-25,100,46,31500,4,2016-06-20
"3341","Finding Dory","Walt Disney",23192485,19,4305,5387,177824041,5,2016-06-21
"3342","Central Intelligence","Warner Bros.",4546492,13,3508,1296,44089577,5,2016-06-21
"3343","Gentleman","Gaatri Media",36197,23,126,287,603023,5,2016-06-21
"3344","Clown","Dimension Pictures",5074,11,100,51,36574,5,2016-06-21
"3346","Finding Dory","Walt Disney",18085347,-22,4305,4201,195909388,6,2016-06-22
"3347","Central Intelligence","Warner Bros.",3522207,-23,3508,1004,47611784,6,2016-06-22
"3348","Gentleman","Gaatri Media",24199,-33,126,192,627222,6,2016-06-22
"3349","Clown","Dimension Pictures",6509,28,100,65,43083,6,2016-06-22
"3351","Finding Dory","Walt Disney",17408514,-4,4305,4044,213317902,7,2016-06-23
"3352","Central Intelligence","Warner Bros.",3320674,-6,3508,947,50932458,7,2016-06-23
"3353","Gentleman","Gaatri Media",14958,-38,126,119,642180,7,2016-06-23
"3354","Clown","Dimension Pictures",4611,-29,100,46,47694,7,2016-06-23
"3355","Finding Dory","Walt Disney",23203026,33,4305,5390,236520928,8,2016-06-24
"3356","Independence Day: Resurgence","20th Century Fox",16822551,NA,4068,4135,16822551,1,2016-06-24
"3357","The Shallows","Sony Pictures",6880944,NA,2962,2323,6880944,1,2016-06-24
"3358","Central Intelligence","Warner Bros.",5684374,71,3508,1620,56616832,8,2016-06-24
"3359","Free State of Jones","STX Entertainment",2659774,NA,2815,945,2659774,1,2016-06-24
"3360","The Neon Demon","Broad Green Pictures",240294,NA,783,307,240294,1,2016-06-24
"3361","Swiss Army Man","A24",48279,NA,3,16093,48279,1,2016-06-24
"3362","Gentleman","Gaatri Media",35624,138,70,509,677804,8,2016-06-24
"3363","Hunt for the Wilderpeople","The Orchard",30439,NA,5,6088,30439,1,2016-06-24
"3364","Clown","Dimension Pictures",1261,-73,22,57,48955,8,2016-06-24
"3366","Finding Dory","Walt Disney",27735155,20,4305,6443,264256083,9,2016-06-25
"3367","Independence Day: Resurgence","20th Century Fox",14110771,-16,4068,3469,30933322,2,2016-06-25
"3368","Central Intelligence","Warner Bros.",7355744,29,3508,2097,63972576,9,2016-06-25
"3369","The Shallows","Sony Pictures",5574789,-19,2962,1882,12455733,2,2016-06-25
"3370","Free State of Jones","STX Entertainment",2847865,7,2815,1012,5507639,2,2016-06-25
"3371","The Neon Demon","Broad Green Pictures",196205,-18,783,251,436499,2,2016-06-25
"3372","Gentleman","Gaatri Media",62770,76,70,897,740574,9,2016-06-25
"3373","Swiss Army Man","A24",35282,-27,3,11761,83561,2,2016-06-25
"3374","Hunt for the Wilderpeople","The Orchard",29378,-3,5,5876,59817,2,2016-06-25
"3375","Clown","Dimension Pictures",1672,33,22,76,50627,9,2016-06-25
